Time/s,Azimuth/deg,Zenith/deg
307521,115.31,87.0887
307841,5.2581,85.6021
308161,261.66,86.1129
308481,155.79,92.0694
308801,44.34,92.7069
309121,297.26,89.83549
309441,192.47,93.4622
309761,81.914,96.9956
310081,332.12,92.8846
310401,227.37,91.5569
310721,118.87,95.5358
311041,7.6408,93.5212
311361,262.39,88.2341
311681,157.14,89.49161
312001,46.049,90.2914
312321,298.82,84.6306
312641,196.47,82.3226
312961,88.27,84.2276
313281,338.23,80.8415
313601,235.99,76.131
313921,132.29,77.338
314241,21.629,76.683
314561,276.07,71.377
314881,175.75,70.547
315201,67.927,71.848
315521,318.37,67.441
315841,217.86,63.983
316161,114.93,65.749
316481,4.4116,63.3
316801,259.96,57.515
317121,161.3,57.953
317441,54.134,58.137
317761,305.68,51.48
318081,207.71,48.825
318401,106.54,51.618
318721,358.41,47.314
319041,257.82,40.86
319361,161.59,44.537
319681,56.558,45.968
320001,314.5,39.3
320321,219.6,40.1
320641,115.89,46.865
320961,11.297,45.054
321281,275.43,42.54
321601,173.05,49.52
321921,64.547,53.024
322241,323.95,50.415
322561,224.92,53.897
322881,115.66,59.944
323201,9.0723,59.158
323521,270.4,59.353
323841,164.86,65.153
324161,54.519,66.764
324481,312.27,65.163
324801,211.04,69.161
325121,100.97,72.991
325441,353.87,71.391
325761,253.55,72.94
326081,147.06,78.204
326401,36.616,78.263
326721,293.41,77.528
327041,190.39,82.7445
327361,79.866,85.5183
327681,332.19,83.4994
328001,229.54,86.5015
328321,121.39,91.8646
328641,10.483,90.3295
328961,265.48,89.40587
329281,159.38,94.8002
329601,47.849,95.8266
329921,300.02,91.5535
330241,195.03,93.2138
330561,84.633,96.6151
330881,334.75,92.2989
331201,230.49,89.04024
331521,122.91,91.8507
331841,11.688,90.33132
332161,266.76,84.4893
332481,163.04,84.5447
332801,52.669,85.5213
333121,304.92,80.3859
333441,203.56,77.488
333761,96.871,79.305
334081,346.38,76.562
334401,243.81,71.753
334721,141.65,72.695
335041,31.522,72.469
335361,284.78,67.18
335681,185.2,65.862
336001,78.846,67.342
336321,328.63,62.943
336641,227.61,58.742
336961,126.55,60.463
337281,16.91,58.297
337601,271.44,51.621
337921,174.21,51.736
338241,69.246,52.91
338561,321.37,46.179
338881,223.87,42.668
339201,124.71,47.016
339521,18.439,44.62
339841,279.12,38.046
340161,182.91,42.369
340481,77.689,46.55
340801,336.01,41.999
341121,240.57,42.511
341441,135.19,50.117
341761,28.694,50.474
342081,291.18,48.452
342401,188.83,54.439
342721,78.912,58.634
343041,335.97,56.676
343361,236.91,59.239
343681,128.15,64.926
344001,19.877,64.535
344321,280.06,64.252
344641,175.76,69.514
344961,65.018,71.414
345281,321.15,69.691
345601,220.29,73.265
345921,110.99,77.438
346241,2.5393,76.048
346561,261.27,77.202
346881,155.7,82.8003
347201,44.754,83.3438
347521,299.87,82.1233
347841,196.69,87.1544
348161,86.462,90.61979
348481,337.39,88.1001
348801,233.61,89.86655
349121,125.55,95.3993
349441,14.196,93.8432
349761,268.27,91.0862
350081,162.04,95.1306
350401,50.538,96.4588
350721,302.57,91.1701
351041,198.11,90.73406
351361,88.266,93.6351
351681,338.3,89.65539
352001,234.8,85.1512
352321,128.68,86.9536
352641,17.558,85.9753
352961,272.52,80.189
353281,170.32,79.498
353601,60.941,80.6999
353921,312.37,76.143
354241,211.53,72.894
354561,106.41,74.683
354881,355.65,72.437
355201,252.27,67.443
355521,151.49,68.064
355841,42.242,68.155
356161,294.3,62.657
356481,195.16,60.705
356801,90.608,62.372
357121,340.3,57.933
357441,238.57,52.761
357761,139.57,54.602
358081,31.562,53.152
358401,285.81,45.686
358721,189.82,45.537
359041,87.088,48.475
359361,340.87,42.739
359681,244.2,38.615
360001,145.45,44.618
360321,39.844,45.012
360641,301.36,39.547
360961,204.19,43.709
361281,97.269,49.798
361601,354.02,47.417
361921,257.6,47.617
362241,151.63,54.86
362561,43.1,56.452
362881,303.55,54.694
363201,201.88,59.599
363521,91.478,63.915
363841,346.49,62.254
364161,247.22,64.071
364481,139.49,69.443
364801,30.027,69.351
365121,288.95,68.687
365441,185.73,73.654
365761,74.993,75.959
